kalshi_series_ticker,kalshi_series,kalshi_market_ticker,kalshi_market,kalshi_candidate_title_clean,kalshi_district,kalshi_rules_text,kalshi_rules_text_clean,polymarket_series_ticker,polymarket_series,polymarket_market_ticker,polymarket_market,polymarket_group_item_title,polymarket_candidate_title_clean,polymarket_district,polymarket_rules_text,polymarket_rules_text_clean,market_score,series_score,combined_score,date_diff_days,shared_candidate_words,shared_series_words,k_yes_bid,k_yes_ask,k_no_bid,k_no_ask,p_yes_bid,p_yes_ask,p_no_bid,p_no_ask
KXVISITIRAN,Who will visit Iran?,KXVISITIRAN-26JUL01-JKUS,"Will Jared Kushner visit Iran before Jul 1, 2026?",jared kushner visit iran before jul 1 2026,,"If Jared Kushner has physically travelled to and been present within the geographic boundaries of Iran before Jul 1, 2026, then the market resolves to Yes.
Physical presence within the geographic boundaries is required - flying over without landing, airport layovers where the person remains in the airplane or airport, virtual appearances, presence in international waters, or presence solely within embassy/consulate grounds do NOT count as visits. For cities, official municipal boundaries apply. For states/provinces, official boundaries apply. For countries, internationally recognized borders apply. International airports are considered within their host jurisdiction. Evidence must be reported by at least one Source Agency and may include official announcements, news reports with specific location details, verified photographs/videos at identifiable locations, flight records showing arrival, completed official schedules, or social media posts from official accounts. Visits that began before market issuance do not count. For multiple locations with OR logic, visiting any single location satisfies the criterion. For AND logic, all locations must be visited.","if jared kushner has physically travelled to and been present within the geographic boundaries of iran before jul 1, 2026, then the market resolves to yes. physical presence within the geographic boundaries is required - flying over without landing, airport layovers where the person remains in the airplane or airport, virtual appearances, presence in international waters, or presence solely within embassy/consulate grounds do not count as visits. for cities, official municipal boundaries apply. for states/provinces, official boundaries apply. for countries, internationally recognized borders apply. international airports are considered within their host jurisdiction. evidence must be reported by at least one source agency and may include official announcements, news reports with specific location details, verified photographs/videos at identifiable locations, flight records showing arrival, completed official schedules, or social media posts from official accounts. visits that began before market issuance do not count. for multiple locations with or logic, visiting any single location satisfies the criterion. for and logic, all locations must be visited.",143678.0,Who will visit Venezuela by March 31?,1107688,"Will Jared Kushner visit Venezuela by March 31, 2026?",Jared Kushner,jared kushner,,"If the listed individual visits Venezuela between market creation and March 31, 2026 11:59 PM ET, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"".

For the purpose of this market, a ""visit"" is defined as the individual physically entering the terrestrial territory of Venezuela. Whether or not the individual enters Venezuelan airspace or maritime territory during the timeframe of this market will have no bearing on a positive resolution.

The primary resolution source for this market will be a consensus of credible reporting.
Specific: Will Jared Kushner visit Venezuela by March 31, 2026?","if the listed individual visits venezuela between market creation and march 31, 2026 11:59 pm et, this market will resolve to ""yes"". otherwise, this market will resolve to ""no"". for the purpose of this market, a ""visit"" is defined as the individual physically entering the terrestrial territory of venezuela. whether or not the individual enters venezuelan airspace or maritime territory during the timeframe of this market will have no bearing on a positive resolution. the primary resolution source for this market will be a consensus of credible reporting. specific: will jared kushner visit venezuela by march 31, 2026?",0.4,0.22,0.355,,"jared, kushner",visit,4.0,10.0,90.0,96.0,1.0,99.0,1.0,99.0
KXTRUMPSTATES,Which states will Trump visit this year?,KXTRUMPSTATES-27JAN01-AZ,"Will Donald Trump visit Arizona before Jan 1, 2027?",donald trump visit arizona before jan 1 2027,,"If Donald Trump has physically travelled to and been present within the geographic boundaries of Arizona before Jan 1, 2027, then the market resolves to Yes.
Physical presence within the geographic boundaries is required - flying over without landing, airport layovers where the person remains in the airplane or airport, virtual appearances, presence in international waters, or presence solely within embassy/consulate grounds do NOT count as visits. For cities, official municipal boundaries apply. For states/provinces, official boundaries apply. For countries, internationally recognized borders apply. International airports are considered within their host jurisdiction. Evidence must be reported by at least one Source Agency and may include official announcements, news reports with specific location details, verified photographs/videos at identifiable locations, flight records showing arrival, completed official schedules, or social media posts from official accounts. Visits that began before market issuance do not count. For multiple locations with OR logic, visiting any single location satisfies the criterion. For AND logic, all locations must be visited.","if donald trump has physically travelled to and been present within the geographic boundaries of arizona before jan 1, 2027, then the market resolves to yes. physical presence within the geographic boundaries is required - flying over without landing, airport layovers where the person remains in the airplane or airport, virtual appearances, presence in international waters, or presence solely within embassy/consulate grounds do not count as visits. for cities, official municipal boundaries apply. for states/provinces, official boundaries apply. for countries, internationally recognized borders apply. international airports are considered within their host jurisdiction. evidence must be reported by at least one source agency and may include official announcements, news reports with specific location details, verified photographs/videos at identifiable locations, flight records showing arrival, completed official schedules, or social media posts from official accounts. visits that began before market issuance do not count. for multiple locations with or logic, visiting any single location satisfies the criterion. for and logic, all locations must be visited.",92611.0,Which states will Donald Trump visit in 2026?,734802,Will Donald Trump visit Arizona in 2026?,Arizona,arizona,,"If U.S. President Donald Trump visits the listed state between January 1 and December 31, 2026, 11:59 PM ET, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"".

For the purpose of this market, a ""visit"" is defined as Trump physically entering the terrestrial territory of the listed state. Whether or not Trump enters the state’s airspace during the timeframe of this market will have no bearing on a positive resolution.

The primary resolution source for this information will be official information from the government of the United States of America, official information from Trump, or released by his verified social media accounts (e.g., https://twitter.com/POTUS); however, a consensus of credible reporting will also be used.
Specific: Will Donald Trump visit Arizona in 2026?","if u.s. president donald trump visits the listed state between january 1 and december 31, 2026, 11:59 pm et, this market will resolve to ""yes"". otherwise, this market will resolve to ""no"". for the purpose of this market, a ""visit"" is defined as trump physically entering the terrestrial territory of the listed state. whether or not trump enters the state’s airspace during the timeframe of this market will have no bearing on a positive resolution. the primary resolution source for this information will be official information from the government of the united states of america, official information from trump, or released by his verified social media accounts (e.g., https://twitter.com/potus); however, a consensus of credible reporting will also be used. specific: will donald trump visit arizona in 2026?",0.1833,0.86,0.3525,1.0,arizona,"states, trump, visit, which",83.0,84.0,16.0,17.0,1.0,99.0,1.0,99.0
KXTRUMPSTATES,Which states will Trump visit this year?,KXTRUMPSTATES-27JAN01-MT,"Will Donald Trump visit Montana before Jan 1, 2027?",donald trump visit montana before jan 1 2027,,"If Donald Trump has physically travelled to and been present within the geographic boundaries of Montana before Jan 1, 2027, then the market resolves to Yes.
Physical presence within the geographic boundaries is required - flying over without landing, airport layovers where the person remains in the airplane or airport, virtual appearances, presence in international waters, or presence solely within embassy/consulate grounds do NOT count as visits. For cities, official municipal boundaries apply. For states/provinces, official boundaries apply. For countries, internationally recognized borders apply. International airports are considered within their host jurisdiction. Evidence must be reported by at least one Source Agency and may include official announcements, news reports with specific location details, verified photographs/videos at identifiable locations, flight records showing arrival, completed official schedules, or social media posts from official accounts. Visits that began before market issuance do not count. For multiple locations with OR logic, visiting any single location satisfies the criterion. For AND logic, all locations must be visited.","if donald trump has physically travelled to and been present within the geographic boundaries of montana before jan 1, 2027, then the market resolves to yes. physical presence within the geographic boundaries is required - flying over without landing, airport layovers where the person remains in the airplane or airport, virtual appearances, presence in international waters, or presence solely within embassy/consulate grounds do not count as visits. for cities, official municipal boundaries apply. for states/provinces, official boundaries apply. for countries, internationally recognized borders apply. international airports are considered within their host jurisdiction. evidence must be reported by at least one source agency and may include official announcements, news reports with specific location details, verified photographs/videos at identifiable locations, flight records showing arrival, completed official schedules, or social media posts from official accounts. visits that began before market issuance do not count. for multiple locations with or logic, visiting any single location satisfies the criterion. for and logic, all locations must be visited.",92611.0,Which states will Donald Trump visit in 2026?,734882,Will Donald Trump visit Montana in 2026?,Montana,montana,,"If U.S. President Donald Trump visits the listed state between January 1 and December 31, 2026, 11:59 PM ET, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"".

For the purpose of this market, a ""visit"" is defined as Trump physically entering the terrestrial territory of the listed state. Whether or not Trump enters the state’s airspace during the timeframe of this market will have no bearing on a positive resolution.

The primary resolution source for this information will be official information from the government of the United States of America, official information from Trump, or released by his verified social media accounts (e.g., https://twitter.com/POTUS); however, a consensus of credible reporting will also be used.
Specific: Will Donald Trump visit Montana in 2026?","if u.s. president donald trump visits the listed state between january 1 and december 31, 2026, 11:59 pm et, this market will resolve to ""yes"". otherwise, this market will resolve to ""no"". for the purpose of this market, a ""visit"" is defined as trump physically entering the terrestrial territory of the listed state. whether or not trump enters the state’s airspace during the timeframe of this market will have no bearing on a positive resolution. the primary resolution source for this information will be official information from the government of the united states of america, official information from trump, or released by his verified social media accounts (e.g., https://twitter.com/potus); however, a consensus of credible reporting will also be used. specific: will donald trump visit montana in 2026?",0.1833,0.86,0.3525,1.0,montana,"states, trump, visit, which",64.0,72.0,28.000000000000004,36.0,1.0,99.0,1.0,99.0
KXTRUMPSTATES,Which states will Trump visit this year?,KXTRUMPSTATES-27JAN01-NV,"Will Donald Trump visit Nevada before Jan 1, 2027?",donald trump visit nevada before jan 1 2027,,"If Donald Trump has physically travelled to and been present within the geographic boundaries of Nevada before Jan 1, 2027, then the market resolves to Yes.
Physical presence within the geographic boundaries is required - flying over without landing, airport layovers where the person remains in the airplane or airport, virtual appearances, presence in international waters, or presence solely within embassy/consulate grounds do NOT count as visits. For cities, official municipal boundaries apply. For states/provinces, official boundaries apply. For countries, internationally recognized borders apply. International airports are considered within their host jurisdiction. Evidence must be reported by at least one Source Agency and may include official announcements, news reports with specific location details, verified photographs/videos at identifiable locations, flight records showing arrival, completed official schedules, or social media posts from official accounts. Visits that began before market issuance do not count. For multiple locations with OR logic, visiting any single location satisfies the criterion. For AND logic, all locations must be visited.","if donald trump has physically travelled to and been present within the geographic boundaries of nevada before jan 1, 2027, then the market resolves to yes. physical presence within the geographic boundaries is required - flying over without landing, airport layovers where the person remains in the airplane or airport, virtual appearances, presence in international waters, or presence solely within embassy/consulate grounds do not count as visits. for cities, official municipal boundaries apply. for states/provinces, official boundaries apply. for countries, internationally recognized borders apply. international airports are considered within their host jurisdiction. evidence must be reported by at least one source agency and may include official announcements, news reports with specific location details, verified photographs/videos at identifiable locations, flight records showing arrival, completed official schedules, or social media posts from official accounts. visits that began before market issuance do not count. for multiple locations with or logic, visiting any single location satisfies the criterion. for and logic, all locations must be visited.",92611.0,Which states will Donald Trump visit in 2026?,734884,Will Donald Trump visit Nevada in 2026?,Nevada,nevada,,"If U.S. President Donald Trump visits the listed state between January 1 and December 31, 2026, 11:59 PM ET, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"".

For the purpose of this market, a ""visit"" is defined as Trump physically entering the terrestrial territory of the listed state. Whether or not Trump enters the state’s airspace during the timeframe of this market will have no bearing on a positive resolution.

The primary resolution source for this information will be official information from the government of the United States of America, official information from Trump, or released by his verified social media accounts (e.g., https://twitter.com/POTUS); however, a consensus of credible reporting will also be used.
Specific: Will Donald Trump visit Nevada in 2026?","if u.s. president donald trump visits the listed state between january 1 and december 31, 2026, 11:59 pm et, this market will resolve to ""yes"". otherwise, this market will resolve to ""no"". for the purpose of this market, a ""visit"" is defined as trump physically entering the terrestrial territory of the listed state. whether or not trump enters the state’s airspace during the timeframe of this market will have no bearing on a positive resolution. the primary resolution source for this information will be official information from the government of the united states of america, official information from trump, or released by his verified social media accounts (e.g., https://twitter.com/potus); however, a consensus of credible reporting will also be used. specific: will donald trump visit nevada in 2026?",0.1833,0.86,0.3525,1.0,nevada,"states, trump, visit, which",77.0,78.0,22.0,23.0,1.0,99.0,1.0,99.0
KXTRUMPSTATES,Which states will Trump visit this year?,KXTRUMPSTATES-27JAN01-WI,"Will Donald Trump visit Wisconsin before Jan 1, 2027?",donald trump visit wisconsin before jan 1 2027,,"If Donald Trump has physically travelled to and been present within the geographic boundaries of Wisconsin before Jan 1, 2027, then the market resolves to Yes.
Physical presence within the geographic boundaries is required - flying over without landing, airport layovers where the person remains in the airplane or airport, virtual appearances, presence in international waters, or presence solely within embassy/consulate grounds do NOT count as visits. For cities, official municipal boundaries apply. For states/provinces, official boundaries apply. For countries, internationally recognized borders apply. International airports are considered within their host jurisdiction. Evidence must be reported by at least one Source Agency and may include official announcements, news reports with specific location details, verified photographs/videos at identifiable locations, flight records showing arrival, completed official schedules, or social media posts from official accounts. Visits that began before market issuance do not count. For multiple locations with OR logic, visiting any single location satisfies the criterion. For AND logic, all locations must be visited.","if donald trump has physically travelled to and been present within the geographic boundaries of wisconsin before jan 1, 2027, then the market resolves to yes. physical presence within the geographic boundaries is required - flying over without landing, airport layovers where the person remains in the airplane or airport, virtual appearances, presence in international waters, or presence solely within embassy/consulate grounds do not count as visits. for cities, official municipal boundaries apply. for states/provinces, official boundaries apply. for countries, internationally recognized borders apply. international airports are considered within their host jurisdiction. evidence must be reported by at least one source agency and may include official announcements, news reports with specific location details, verified photographs/videos at identifiable locations, flight records showing arrival, completed official schedules, or social media posts from official accounts. visits that began before market issuance do not count. for multiple locations with or logic, visiting any single location satisfies the criterion. for and logic, all locations must be visited.",92611.0,Which states will Donald Trump visit in 2026?,734905,Will Donald Trump visit Wisconsin in 2026?,Wisconsin,wisconsin,,"If U.S. President Donald Trump visits the listed state between January 1 and December 31, 2026, 11:59 PM ET, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"".

For the purpose of this market, a ""visit"" is defined as Trump physically entering the terrestrial territory of the listed state. Whether or not Trump enters the state’s airspace during the timeframe of this market will have no bearing on a positive resolution.

The primary resolution source for this information will be official information from the government of the United States of America, official information from Trump, or released by his verified social media accounts (e.g., https://twitter.com/POTUS); however, a consensus of credible reporting will also be used.
Specific: Will Donald Trump visit Wisconsin in 2026?","if u.s. president donald trump visits the listed state between january 1 and december 31, 2026, 11:59 pm et, this market will resolve to ""yes"". otherwise, this market will resolve to ""no"". for the purpose of this market, a ""visit"" is defined as trump physically entering the terrestrial territory of the listed state. whether or not trump enters the state’s airspace during the timeframe of this market will have no bearing on a positive resolution. the primary resolution source for this information will be official information from the government of the united states of america, official information from trump, or released by his verified social media accounts (e.g., https://twitter.com/potus); however, a consensus of credible reporting will also be used. specific: will donald trump visit wisconsin in 2026?",0.1833,0.86,0.3525,1.0,wisconsin,"states, trump, visit, which",76.0,78.0,22.0,24.0,1.0,99.0,1.0,99.0
KXTRUMPSTATES,Which states will Trump visit this year?,KXTRUMPSTATES-27JAN01-VA,"Will Donald Trump visit Virginia before Jan 1, 2027?",donald trump visit virginia before jan 1 2027,,"If Donald Trump has physically travelled to and been present within the geographic boundaries of Virginia before Jan 1, 2027, then the market resolves to Yes.
Physical presence within the geographic boundaries is required - flying over without landing, airport layovers where the person remains in the airplane or airport, virtual appearances, presence in international waters, or presence solely within embassy/consulate grounds do NOT count as visits. For cities, official municipal boundaries apply. For states/provinces, official boundaries apply. For countries, internationally recognized borders apply. International airports are considered within their host jurisdiction. Evidence must be reported by at least one Source Agency and may include official announcements, news reports with specific location details, verified photographs/videos at identifiable locations, flight records showing arrival, completed official schedules, or social media posts from official accounts. Visits that began before market issuance do not count. For multiple locations with OR logic, visiting any single location satisfies the criterion. For AND logic, all locations must be visited.","if donald trump has physically travelled to and been present within the geographic boundaries of virginia before jan 1, 2027, then the market resolves to yes. physical presence within the geographic boundaries is required - flying over without landing, airport layovers where the person remains in the airplane or airport, virtual appearances, presence in international waters, or presence solely within embassy/consulate grounds do not count as visits. for cities, official municipal boundaries apply. for states/provinces, official boundaries apply. for countries, internationally recognized borders apply. international airports are considered within their host jurisdiction. evidence must be reported by at least one source agency and may include official announcements, news reports with specific location details, verified photographs/videos at identifiable locations, flight records showing arrival, completed official schedules, or social media posts from official accounts. visits that began before market issuance do not count. for multiple locations with or logic, visiting any single location satisfies the criterion. for and logic, all locations must be visited.",92611.0,Which states will Donald Trump visit in 2026?,734902,Will Donald Trump visit Virginia in 2026?,Virginia,virginia,,"If U.S. President Donald Trump visits the listed state between January 1 and December 31, 2026, 11:59 PM ET, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"".

For the purpose of this market, a ""visit"" is defined as Trump physically entering the terrestrial territory of the listed state. Whether or not Trump enters the state’s airspace during the timeframe of this market will have no bearing on a positive resolution.

The primary resolution source for this information will be official information from the government of the United States of America, official information from Trump, or released by his verified social media accounts (e.g., https://twitter.com/POTUS); however, a consensus of credible reporting will also be used.
Specific: Will Donald Trump visit Virginia in 2026?","if u.s. president donald trump visits the listed state between january 1 and december 31, 2026, 11:59 pm et, this market will resolve to ""yes"". otherwise, this market will resolve to ""no"". for the purpose of this market, a ""visit"" is defined as trump physically entering the terrestrial territory of the listed state. whether or not trump enters the state’s airspace during the timeframe of this market will have no bearing on a positive resolution. the primary resolution source for this information will be official information from the government of the united states of america, official information from trump, or released by his verified social media accounts (e.g., https://twitter.com/potus); however, a consensus of credible reporting will also be used. specific: will donald trump visit virginia in 2026?",0.1833,0.86,0.3525,1.0,virginia,"states, trump, visit, which",91.0,92.0,8.0,9.0,0.1,99.9,0.1,99.9
KXTRUMPSTATES,Which states will Trump visit this year?,KXTRUMPSTATES-27JAN01-KS,"Will Donald Trump visit Kansas before Jan 1, 2027?",donald trump visit kansas before jan 1 2027,,"If Donald Trump has physically travelled to and been present within the geographic boundaries of Kansas before Jan 1, 2027, then the market resolves to Yes.
Physical presence within the geographic boundaries is required - flying over without landing, airport layovers where the person remains in the airplane or airport, virtual appearances, presence in international waters, or presence solely within embassy/consulate grounds do NOT count as visits. For cities, official municipal boundaries apply. For states/provinces, official boundaries apply. For countries, internationally recognized borders apply. International airports are considered within their host jurisdiction. Evidence must be reported by at least one Source Agency and may include official announcements, news reports with specific location details, verified photographs/videos at identifiable locations, flight records showing arrival, completed official schedules, or social media posts from official accounts. Visits that began before market issuance do not count. For multiple locations with OR logic, visiting any single location satisfies the criterion. For AND logic, all locations must be visited.","if donald trump has physically travelled to and been present within the geographic boundaries of kansas before jan 1, 2027, then the market resolves to yes. physical presence within the geographic boundaries is required - flying over without landing, airport layovers where the person remains in the airplane or airport, virtual appearances, presence in international waters, or presence solely within embassy/consulate grounds do not count as visits. for cities, official municipal boundaries apply. for states/provinces, official boundaries apply. for countries, internationally recognized borders apply. international airports are considered within their host jurisdiction. evidence must be reported by at least one source agency and may include official announcements, news reports with specific location details, verified photographs/videos at identifiable locations, flight records showing arrival, completed official schedules, or social media posts from official accounts. visits that began before market issuance do not count. for multiple locations with or logic, visiting any single location satisfies the criterion. for and logic, all locations must be visited.",92611.0,Which states will Donald Trump visit in 2026?,734872,Will Donald Trump visit Kansas in 2026?,Kansas,kansas,,"If U.S. President Donald Trump visits the listed state between January 1 and December 31, 2026, 11:59 PM ET, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"".

For the purpose of this market, a ""visit"" is defined as Trump physically entering the terrestrial territory of the listed state. Whether or not Trump enters the state’s airspace during the timeframe of this market will have no bearing on a positive resolution.

The primary resolution source for this information will be official information from the government of the United States of America, official information from Trump, or released by his verified social media accounts (e.g., https://twitter.com/POTUS); however, a consensus of credible reporting will also be used.
Specific: Will Donald Trump visit Kansas in 2026?","if u.s. president donald trump visits the listed state between january 1 and december 31, 2026, 11:59 pm et, this market will resolve to ""yes"". otherwise, this market will resolve to ""no"". for the purpose of this market, a ""visit"" is defined as trump physically entering the terrestrial territory of the listed state. whether or not trump enters the state’s airspace during the timeframe of this market will have no bearing on a positive resolution. the primary resolution source for this information will be official information from the government of the united states of america, official information from trump, or released by his verified social media accounts (e.g., https://twitter.com/potus); however, a consensus of credible reporting will also be used. specific: will donald trump visit kansas in 2026?",0.1833,0.86,0.3525,1.0,kansas,"states, trump, visit, which",50.0,51.0,49.0,50.0,1.0,99.0,1.0,99.0
KXTRUMPSTATES,Which states will Trump visit this year?,KXTRUMPSTATES-27JAN01-MN,"Will Donald Trump visit Minnesota before Jan 1, 2027?",donald trump visit minnesota before jan 1 2027,,"If Donald Trump has physically travelled to and been present within the geographic boundaries of Minnesota before Jan 1, 2027, then the market resolves to Yes.
Physical presence within the geographic boundaries is required - flying over without landing, airport layovers where the person remains in the airplane or airport, virtual appearances, presence in international waters, or presence solely within embassy/consulate grounds do NOT count as visits. For cities, official municipal boundaries apply. For states/provinces, official boundaries apply. For countries, internationally recognized borders apply. International airports are considered within their host jurisdiction. Evidence must be reported by at least one Source Agency and may include official announcements, news reports with specific location details, verified photographs/videos at identifiable locations, flight records showing arrival, completed official schedules, or social media posts from official accounts. Visits that began before market issuance do not count. For multiple locations with OR logic, visiting any single location satisfies the criterion. For AND logic, all locations must be visited.","if donald trump has physically travelled to and been present within the geographic boundaries of minnesota before jan 1, 2027, then the market resolves to yes. physical presence within the geographic boundaries is required - flying over without landing, airport layovers where the person remains in the airplane or airport, virtual appearances, presence in international waters, or presence solely within embassy/consulate grounds do not count as visits. for cities, official municipal boundaries apply. for states/provinces, official boundaries apply. for countries, internationally recognized borders apply. international airports are considered within their host jurisdiction. evidence must be reported by at least one source agency and may include official announcements, news reports with specific location details, verified photographs/videos at identifiable locations, flight records showing arrival, completed official schedules, or social media posts from official accounts. visits that began before market issuance do not count. for multiple locations with or logic, visiting any single location satisfies the criterion. for and logic, all locations must be visited.",92611.0,Which states will Donald Trump visit in 2026?,734879,Will Donald Trump visit Minnesota in 2026?,Minnesota,minnesota,,"If U.S. President Donald Trump visits the listed state between January 1 and December 31, 2026, 11:59 PM ET, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"".

For the purpose of this market, a ""visit"" is defined as Trump physically entering the terrestrial territory of the listed state. Whether or not Trump enters the state’s airspace during the timeframe of this market will have no bearing on a positive resolution.

The primary resolution source for this information will be official information from the government of the United States of America, official information from Trump, or released by his verified social media accounts (e.g., https://twitter.com/POTUS); however, a consensus of credible reporting will also be used.
Specific: Will Donald Trump visit Minnesota in 2026?","if u.s. president donald trump visits the listed state between january 1 and december 31, 2026, 11:59 pm et, this market will resolve to ""yes"". otherwise, this market will resolve to ""no"". for the purpose of this market, a ""visit"" is defined as trump physically entering the terrestrial territory of the listed state. whether or not trump enters the state’s airspace during the timeframe of this market will have no bearing on a positive resolution. the primary resolution source for this information will be official information from the government of the united states of america, official information from trump, or released by his verified social media accounts (e.g., https://twitter.com/potus); however, a consensus of credible reporting will also be used. specific: will donald trump visit minnesota in 2026?",0.1833,0.86,0.3525,1.0,minnesota,"states, trump, visit, which",48.0,49.0,51.0,52.0,1.0,99.0,1.0,99.0
KXTRUMPSTATES,Which states will Trump visit this year?,KXTRUMPSTATES-27JAN01-CO,"Will Donald Trump visit Colorado before Jan 1, 2027?",donald trump visit colorado before jan 1 2027,,"If Donald Trump has physically travelled to and been present within the geographic boundaries of Colorado before Jan 1, 2027, then the market resolves to Yes.
Physical presence within the geographic boundaries is required - flying over without landing, airport layovers where the person remains in the airplane or airport, virtual appearances, presence in international waters, or presence solely within embassy/consulate grounds do NOT count as visits. For cities, official municipal boundaries apply. For states/provinces, official boundaries apply. For countries, internationally recognized borders apply. International airports are considered within their host jurisdiction. Evidence must be reported by at least one Source Agency and may include official announcements, news reports with specific location details, verified photographs/videos at identifiable locations, flight records showing arrival, completed official schedules, or social media posts from official accounts. Visits that began before market issuance do not count. For multiple locations with OR logic, visiting any single location satisfies the criterion. For AND logic, all locations must be visited.","if donald trump has physically travelled to and been present within the geographic boundaries of colorado before jan 1, 2027, then the market resolves to yes. physical presence within the geographic boundaries is required - flying over without landing, airport layovers where the person remains in the airplane or airport, virtual appearances, presence in international waters, or presence solely within embassy/consulate grounds do not count as visits. for cities, official municipal boundaries apply. for states/provinces, official boundaries apply. for countries, internationally recognized borders apply. international airports are considered within their host jurisdiction. evidence must be reported by at least one source agency and may include official announcements, news reports with specific location details, verified photographs/videos at identifiable locations, flight records showing arrival, completed official schedules, or social media posts from official accounts. visits that began before market issuance do not count. for multiple locations with or logic, visiting any single location satisfies the criterion. for and logic, all locations must be visited.",92611.0,Which states will Donald Trump visit in 2026?,734816,Will Donald Trump visit Colorado in 2026?,Colorado,colorado,,"If U.S. President Donald Trump visits the listed state between January 1 and December 31, 2026, 11:59 PM ET, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"".

For the purpose of this market, a ""visit"" is defined as Trump physically entering the terrestrial territory of the listed state. Whether or not Trump enters the state’s airspace during the timeframe of this market will have no bearing on a positive resolution.

The primary resolution source for this information will be official information from the government of the United States of America, official information from Trump, or released by his verified social media accounts (e.g., https://twitter.com/POTUS); however, a consensus of credible reporting will also be used.
Specific: Will Donald Trump visit Colorado in 2026?","if u.s. president donald trump visits the listed state between january 1 and december 31, 2026, 11:59 pm et, this market will resolve to ""yes"". otherwise, this market will resolve to ""no"". for the purpose of this market, a ""visit"" is defined as trump physically entering the terrestrial territory of the listed state. whether or not trump enters the state’s airspace during the timeframe of this market will have no bearing on a positive resolution. the primary resolution source for this information will be official information from the government of the united states of america, official information from trump, or released by his verified social media accounts (e.g., https://twitter.com/potus); however, a consensus of credible reporting will also be used. specific: will donald trump visit colorado in 2026?",0.1833,0.86,0.3525,1.0,colorado,"states, trump, visit, which",45.0,48.0,52.0,55.0,1.0,99.0,1.0,99.0
KXTRUMPSTATES,Which states will Trump visit this year?,KXTRUMPSTATES-27JAN01-CA,"Will Donald Trump visit California before Jan 1, 2027?",donald trump visit california before jan 1 2027,,"If Donald Trump has physically travelled to and been present within the geographic boundaries of California before Jan 1, 2027, then the market resolves to Yes.
Physical presence within the geographic boundaries is required - flying over without landing, airport layovers where the person remains in the airplane or airport, virtual appearances, presence in international waters, or presence solely within embassy/consulate grounds do NOT count as visits. For cities, official municipal boundaries apply. For states/provinces, official boundaries apply. For countries, internationally recognized borders apply. International airports are considered within their host jurisdiction. Evidence must be reported by at least one Source Agency and may include official announcements, news reports with specific location details, verified photographs/videos at identifiable locations, flight records showing arrival, completed official schedules, or social media posts from official accounts. Visits that began before market issuance do not count. For multiple locations with OR logic, visiting any single location satisfies the criterion. For AND logic, all locations must be visited.","if donald trump has physically travelled to and been present within the geographic boundaries of california before jan 1, 2027, then the market resolves to yes. physical presence within the geographic boundaries is required - flying over without landing, airport layovers where the person remains in the airplane or airport, virtual appearances, presence in international waters, or presence solely within embassy/consulate grounds do not count as visits. for cities, official municipal boundaries apply. for states/provinces, official boundaries apply. for countries, internationally recognized borders apply. international airports are considered within their host jurisdiction. evidence must be reported by at least one source agency and may include official announcements, news reports with specific location details, verified photographs/videos at identifiable locations, flight records showing arrival, completed official schedules, or social media posts from official accounts. visits that began before market issuance do not count. for multiple locations with or logic, visiting any single location satisfies the criterion. for and logic, all locations must be visited.",92611.0,Which states will Donald Trump visit in 2026?,734813,Will Donald Trump visit California in 2026?,California,california,,"If U.S. President Donald Trump visits the listed state between January 1 and December 31, 2026, 11:59 PM ET, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"".

For the purpose of this market, a ""visit"" is defined as Trump physically entering the terrestrial territory of the listed state. Whether or not Trump enters the state’s airspace during the timeframe of this market will have no bearing on a positive resolution.

The primary resolution source for this information will be official information from the government of the United States of America, official information from Trump, or released by his verified social media accounts (e.g., https://twitter.com/POTUS); however, a consensus of credible reporting will also be used.
Specific: Will Donald Trump visit California in 2026?","if u.s. president donald trump visits the listed state between january 1 and december 31, 2026, 11:59 pm et, this market will resolve to ""yes"". otherwise, this market will resolve to ""no"". for the purpose of this market, a ""visit"" is defined as trump physically entering the terrestrial territory of the listed state. whether or not trump enters the state’s airspace during the timeframe of this market will have no bearing on a positive resolution. the primary resolution source for this information will be official information from the government of the united states of america, official information from trump, or released by his verified social media accounts (e.g., https://twitter.com/potus); however, a consensus of credible reporting will also be used. specific: will donald trump visit california in 2026?",0.1833,0.86,0.3525,1.0,california,"states, trump, visit, which",71.0,78.0,22.0,29.0,1.0,99.0,1.0,99.0
